drug,year,age,gender,geography,prevalens pr 1000,ddd
Smertestillende midler,2008,90,F,Helseregion Vest,347.614,293414.250
Smertestillende midler,2008,90,M,Hele landet,331.303,356397.500
Smertestillende midler,2008,90,M,Helseregion Midt-Norge,320.323,42897.590
Smertestillende midler,2008,90,M,Helseregion Nord-Norge,307.947,34340.684
Smertestillende midler,2008,90,M,Helseregion Sør-Øst,352.205,214059.297
Smertestillende midler,2008,90,M,Helseregion Vest,296.015,65099.918
Smertestillende midler,2009,Alle,F,Hele landet,262,66336672
Smertestillende midler,2009,Alle,F,Helseregion Midt-Norge,262.055,8307626.500
Smertestillende midler,2009,Alle,F,Helseregion Nord-Norge,262.047,6252525.500
Smertestillende midler,2009,Alle,F,Helseregion Sør-Øst,267.491,39536472
Smertestillende midler,2009,Alle,F,Helseregion Vest,247.010,12240047
Smertestillende midler,2009,Alle,M,Hele landet,200.475,40851580
Smertestillende midler,2009,Alle,M,Helseregion Midt-Norge,198.541,5007676
Smertestillende midler,2009,Alle,M,Helseregion Nord-Norge,205.205,4082365.250
Smertestillende midler,2009,Alle,M,Helseregion Sør-Øst,203.442,23974598
Smertestillende midler,2009,Alle,M,Helseregion Vest,191.747,7786942.500
Smertestillende midler,2009,0,F,Hele landet,11.454,6863.770
Smertestillende midler,2009,0,F,Helseregion Midt-Norge,12.834,1168.383
Smertestillende midler,2009,0,F,Helseregion Nord-Norge,7.680,478.386
Smertestillende midler,2009,0,F,Helseregion Sør-Øst,11.228,3674.975
Smertestillende midler,2009,0,F,Helseregion Vest,12.664,1542.027
Smertestillende midler,2009,0,M,Hele landet,14.658,7216.840
Smertestillende midler,2009,0,M,Helseregion Midt-Norge,16.718,1134.391
Smertestillende midler,2009,0,M,Helseregion Nord-Norge,10.857,417.528
Smertestillende midler,2009,0,M,Helseregion Sør-Øst,14.374,4261.187
Smertestillende midler,2009,0,M,Helseregion Vest,15.647,1403.734
Smertestillende midler,2009,5,F,Hele landet,11.401,18246.953
Smertestillende midler,2009,5,F,Helseregion Midt-Norge,12.255,2732.737
Smertestillende midler,2009,5,F,Helseregion Nord-Norge,10.377,1572.157
Smertestillende midler,2009,5,F,Helseregion Sør-Øst,11.110,9417.096
Smertestillende midler,2009,5,F,Helseregion Vest,12.005,4524.963
Smertestillende midler,2009,5,M,Hele landet,13.223,18556.162
Smertestillende midler,2009,5,M,Helseregion Midt-Norge,12.140,2770.605
Smertestillende midler,2009,5,M,Helseregion Nord-Norge,10.505,1727.815
Smertestillende midler,2009,5,M,Helseregion Sør-Øst,13.510,9311.528
Smertestillende midler,2009,5,M,Helseregion Vest,14.351,4746.213
Smertestillende midler,2009,10,F,Hele landet,34.205,108091.430
Smertestillende midler,2009,10,F,Helseregion Midt-Norge,38.490,16838.703
Smertestillende midler,2009,10,F,Helseregion Nord-Norge,32.971,12051.428
Smertestillende midler,2009,10,F,Helseregion Sør-Øst,33.204,54108.086
Smertestillende midler,2009,10,F,Helseregion Vest,34.455,25093.217
Smertestillende midler,2009,10,M,Hele landet,24.399,72647.773
Smertestillende midler,2009,10,M,Helseregion Midt-Norge,27.831,11174.163
Smertestillende midler,2009,10,M,Helseregion Nord-Norge,22.414,8017.667
Smertestillende midler,2009,10,M,Helseregion Sør-Øst,24.051,39003.270
Smertestillende midler,2009,10,M,Helseregion Vest,23.953,14452.670
Smertestillende midler,2009,15,F,Hele landet,128.046,534693.312
Smertestillende midler,2009,15,F,Helseregion Midt-Norge,142.698,87306.562
Smertestillende midler,2009,15,F,Helseregion Nord-Norge,129.100,57949.367
Smertestillende midler,2009,15,F,Helseregion Sør-Øst,122.804,269436.625
Smertestillende midler,2009,15,F,Helseregion Vest,130.762,120000.797
Smertestillende midler,2009,15,M,Hele landet,81.542,300034.875
Smertestillende midler,2009,15,M,Helseregion Midt-Norge,84.892,43454.992
Smertestillende midler,2009,15,M,Helseregion Nord-Norge,77.530,31940.764
Smertestillende midler,2009,15,M,Helseregion Sør-Øst,79.113,158029.484
Smertestillende midler,2009,15,M,Helseregion Vest,87.148,66609.617
Smertestillende midler,2009,20,F,Hele landet,195.934,859437.688
Smertestillende midler,2009,20,F,Helseregion Midt-Norge,198.786,127989.414
Smertestillende midler,2009,20,F,Helseregion Nord-Norge,199.915,96620.453
Smertestillende midler,2009,20,F,Helseregion Sør-Øst,192.813,455415.250
Smertestillende midler,2009,20,F,Helseregion Vest,200.012,179412.578
Smertestillende midler,2009,20,M,Hele landet,144.715,594289.875
Smertestillende midler,2009,20,M,Helseregion Midt-Norge,148.174,89427.484
Smertestillende midler,2009,20,M,Helseregion Nord-Norge,151.166,69315.516
Smertestillende midler,2009,20,M,Helseregion Sør-Øst,139.321,304233.938
Smertestillende midler,2009,20,M,Helseregion Vest,152.444,131312.938
Smertestillende midler,2009,25,F,Hele landet,214.215,1293650.375
Smertestillende midler,2009,25,F,Helseregion Midt-Norge,217.198,173267.391
Smertestillende midler,2009,25,F,Helseregion Nord-Norge,223.737,134674.734
Smertestillende midler,2009,25,F,Helseregion Sør-Øst,213.018,722855.375
Smertestillende midler,2009,25,F,Helseregion Vest,211.896,262852.906
Smertestillende midler,2009,25,M,Hele landet,174.989,962223.750
Smertestillende midler,2009,25,M,Helseregion Midt-Norge,181.004,140154.297
Smertestillende midler,2009,25,M,Helseregion Nord-Norge,193.119,109011.172
Smertestillende midler,2009,25,M,Helseregion Sør-Øst,170.059,503477.906
Smertestillende midler,2009,25,M,Helseregion Vest,176.292,209580.375
Smertestillende midler,2009,30,F,Hele landet,238.221,1978393.125
Smertestillende midler,2009,30,F,Helseregion Midt-Norge,242.762,233915.328
Smertestillende midler,2009,30,F,Helseregion Nord-Norge,250.597,192906.969
Smertestillende midler,2009,30,F,Helseregion Sør-Øst,237.565,1159690.750
Smertestillende midler,2009,30,F,Helseregion Vest,232.594,391880.094
Smertestillende midler,2009,30,M,Hele landet,197.412,1521962
Smertestillende midler,2009,30,M,Helseregion Midt-Norge,195.363,191676.703
Smertestillende midler,2009,30,M,Helseregion Nord-Norge,222.112,160821.297
Smertestillende midler,2009,30,M,Helseregion Sør-Øst,194.525,858664.812
Smertestillende midler,2009,30,M,Helseregion Vest,196.945,310799.125
Smertestillende midler,2009,35,F,Hele landet,275.744,3538734
Smertestillende midler,2009,35,F,Helseregion Midt-Norge,285.606,438474.344
Smertestillende midler,2009,35,F,Helseregion Nord-Norge,286.993,362744
Smertestillende midler,2009,35,F,Helseregion Sør-Øst,276.160,2083357.875
Smertestillende midler,2009,35,F,Helseregion Vest,263.135,654157.688
Smertestillende midler,2009,35,M,Hele landet,226.329,2622854
Smertestillende midler,2009,35,M,Helseregion Midt-Norge,234.328,329893.531
Smertestillende midler,2009,35,M,Helseregion Nord-Norge,248.892,295057.281
Smertestillende midler,2009,35,M,Helseregion Sør-Øst,223.520,1478348.375
Smertestillende midler,2009,35,M,Helseregion Vest,219.366,519554.875
Smertestillende midler,2009,40,F,Hele landet,316.337,5150893
Smertestillende midler,2009,40,F,Helseregion Midt-Norge,326.693,652307.250
Smertestillende midler,2009,40,F,Helseregion Nord-Norge,327.023,553358.062
Smertestillende midler,2009,40,F,Helseregion Sør-Øst,316.331,3025971.250
Smertestillende midler,2009,40,F,Helseregion Vest,304.392,919256.625
Smertestillende midler,2009,40,M,Hele landet,256.939,3659364.500
Smertestillende midler,2009,40,M,Helseregion Midt-Norge,260.674,454875.125
Smertestillende midler,2009,40,M,Helseregion Nord-Norge,272.920,398749.031
Smertestillende midler,2009,40,M,Helseregion Sør-Øst,257.434,2111504.250
Smertestillende midler,2009,40,M,Helseregion Vest,245.596,694236.062
Smertestillende midler,2009,45,F,Hele landet,343.336,5795867
Smertestillende midler,2009,45,F,Helseregion Midt-Norge,354.351,710139.688
Smertestillende midler,2009,45,F,Helseregion Nord-Norge,342.846,571502.812
Smertestillende midler,2009,45,F,Helseregion Sør-Øst,346.496,3448229
Smertestillende midler,2009,45,F,Helseregion Vest,327.172,1065995.375
Smertestillende midler,2009,45,M,Hele landet,269.365,4013481.750
Smertestillende midler,2009,45,M,Helseregion Midt-Norge,267.220,464864.844
Smertestillende midler,2009,45,M,Helseregion Nord-Norge,272.986,409804.219
Smertestillende midler,2009,45,M,Helseregion Sør-Øst,271.851,2389830.750
Smertestillende midler,2009,45,M,Helseregion Vest,262.254,748981.938
Smertestillende midler,2009,50,F,Hele landet,371.566,6575680.500
Smertestillende midler,2009,50,F,Helseregion Midt-Norge,373.109,833588.125
Smertestillende midler,2009,50,F,Helseregion Nord-Norge,373.213,629586.875
Smertestillende midler,2009,50,F,Helseregion Sør-Øst,376.278,3892886.500
Smertestillende midler,2009,50,F,Helseregion Vest,356.316,1219619
Smertestillende midler,2009,50,M,Hele landet,287.109,4526412.500
Smertestillende midler,2009,50,M,Helseregion Midt-Norge,284.698,543966.312
Smertestillende midler,2009,50,M,Helseregion Nord-Norge,294.550,457812.062
Smertestillende midler,2009,50,M,Helseregion Sør-Øst,291.206,2699660.750
Smertestillende midler,2009,50,M,Helseregion Vest,273.899,824973.188
Smertestillende midler,2009,55,F,Hele landet,385.103,7092522.500
Smertestillende midler,2009,55,F,Helseregion Midt-Norge,387.946,936698.562
Smertestillende midler,2009,55,F,Helseregion Nord-Norge,378.828,657150.938
Smertestillende midler,2009,55,F,Helseregion Sør-Øst,387.788,4163433
Smertestillende midler,2009,55,F,Helseregion Vest,378.570,1335239.750
Smertestillende midler,2009,55,M,Hele landet,306.495,4862439.500
Smertestillende midler,2009,55,M,Helseregion Midt-Norge,303.635,627886.875
Smertestillende midler,2009,55,M,Helseregion Nord-Norge,302.420,465582.781
Smertestillende midler,2009,55,M,Helseregion Sør-Øst,311.826,2845566.250
Smertestillende midler,2009,55,M,Helseregion Vest,296.318,923403.938
Smertestillende midler,2009,60,F,Hele landet,394.912,7705871.500
Smertestillende midler,2009,60,F,Helseregion Midt-Norge,389.605,969386.562
Smertestillende midler,2009,60,F,Helseregion Nord-Norge,376.111,682848.375
Smertestillende midler,2009,60,F,Helseregion Sør-Øst,401.805,4668035
Smertestillende midler,2009,60,F,Helseregion Vest,387.792,1385601.375
Smertestillende midler,2009,60,M,Hele landet,318.641,5233165
Smertestillende midler,2009,60,M,Helseregion Midt-Norge,307.099,636174.375
Smertestillende midler,2009,60,M,Helseregion Nord-Norge,306.261,507227.500
Smertestillende midler,2009,60,M,Helseregion Sør-Øst,326.282,3124366.750
Smertestillende midler,2009,60,M,Helseregion Vest,311.682,965396.562
Smertestillende midler,2009,65,F,Hele landet,395.784,6224460.500
Smertestillende midler,2009,65,F,Helseregion Midt-Norge,383.236,776869.938
Smertestillende midler,2009,65,F,Helseregion Nord-Norge,376.042,537507.500
Smertestillende midler,2009,65,F,Helseregion Sør-Øst,404.426,3757458.500
Smertestillende midler,2009,65,F,Helseregion Vest,389.794,1152624.625
Smertestillende midler,2009,65,M,Hele landet,313.620,3832715.250
Smertestillende midler,2009,65,M,Helseregion Midt-Norge,299.334,472481.375
Smertestillende midler,2009,65,M,Helseregion Nord-Norge,290.348,362821.938
Smertestillende midler,2009,65,M,Helseregion Sør-Øst,323.145,2257690
Smertestillende midler,2009,65,M,Helseregion Vest,310.193,739722
Smertestillende midler,2009,70,F,Hele landet,421.765,5101807.500
Smertestillende midler,2009,70,F,Helseregion Midt-Norge,398.773,581243.938
Smertestillende midler,2009,70,F,Helseregion Nord-Norge,384.527,464843.844
Smertestillende midler,2009,70,F,Helseregion Sør-Øst,438.176,3136278
Smertestillende midler,2009,70,F,Helseregion Vest,409.975,919441.625
Smertestillende midler,2009,70,M,Hele landet,326.472,2908939.250
Smertestillende midler,2009,70,M,Helseregion Midt-Norge,302.372,314888.188
Smertestillende midler,2009,70,M,Helseregion Nord-Norge,303.394,273613.656
Smertestillende midler,2009,70,M,Helseregion Sør-Øst,339.416,1759449
Smertestillende midler,2009,70,M,Helseregion Vest,320.386,560988.375
Smertestillende midler,2009,75,F,Hele landet,442.673,4843363.500
Smertestillende midler,2009,75,F,Helseregion Midt-Norge,411.255,588941.500
Smertestillende midler,2009,75,F,Helseregion Nord-Norge,422.946,442147
Smertestillende midler,2009,75,F,Helseregion Sør-Øst,462.529,2936532.250
Smertestillende midler,2009,75,F,Helseregion Vest,419.156,875742.812
Smertestillende midler,2009,75,M,Hele landet,336.455,2418424.750
Smertestillende midler,2009,75,M,Helseregion Midt-Norge,302.986,277112.688
Smertestillende midler,2009,75,M,Helseregion Nord-Norge,331.439,235791.734
Smertestillende midler,2009,75,M,Helseregion Sør-Øst,349.581,1447680.750
Smertestillende midler,2009,75,M,Helseregion Vest,327.595,457839.719
Smertestillende midler,2009,80,F,Hele landet,447.183,4417216
Smertestillende midler,2009,80,F,Helseregion Midt-Norge,412.386,555986.750
Smertestillende midler,2009,80,F,Helseregion Nord-Norge,423.437,417691.875
Smertestillende midler,2009,80,F,Helseregion Sør-Øst,468.763,2672879.250
Smertestillende midler,2009,80,F,Helseregion Vest,424.153,770658.312
Smertestillende midler,2009,80,M,Hele landet,343.705,1846827
Smertestillende midler,2009,80,M,Helseregion Midt-Norge,316.467,212619.641
Smertestillende midler,2009,80,M,Helseregion Nord-Norge,322.859,163399.828
Smertestillende midler,2009,80,M,Helseregion Sør-Øst,356.691,1127288.875
Smertestillende midler,2009,80,M,Helseregion Vest,338.684,343518.625
Smertestillende midler,2009,85,F,Hele landet,439.564,3484612.500
Smertestillende midler,2009,85,F,Helseregion Midt-Norge,391.502,411780.094
Smertestillende midler,2009,85,F,Helseregion Nord-Norge,424.591,303961.312
Smertestillende midler,2009,85,F,Helseregion Sør-Øst,462.778,2135383.250
Smertestillende midler,2009,85,F,Helseregion Vest,416.254,633487.750
Smertestillende midler,2009,85,M,Hele landet,334.301,1072078.125
Smertestillende midler,2009,85,M,Helseregion Midt-Norge,304.781,141343.781
Smertestillende midler,2009,85,M,Helseregion Nord-Norge,329.813,97792.211
Smertestillende midler,2009,85,M,Helseregion Sør-Øst,350.816,640043.438
Smertestillende midler,2009,85,M,Helseregion Vest,311.745,192898.656
Smertestillende midler,2009,90,F,Hele landet,362.133,1606266
Smertestillende midler,2009,90,F,Helseregion Midt-Norge,343.191,208991.312
Smertestillende midler,2009,90,F,Helseregion Nord-Norge,327.122,132929.516
Smertestillende midler,2009,90,F,Helseregion Sør-Øst,381.386,941429.688
Smertestillende midler,2009,90,F,Helseregion Vest,341.672,322915.438
Smertestillende midler,2009,90,M,Hele landet,316.330,377948.500
Smertestillende midler,2009,90,M,Helseregion Midt-Norge,293.409,51776.891
Smertestillende midler,2009,90,M,Helseregion Nord-Norge,305.616,33461.145
Smertestillende midler,2009,90,M,Helseregion Sør-Øst,330.954,216186.359
Smertestillende midler,2009,90,M,Helseregion Vest,299.558,76524.109
Smertestillende midler,2010,Alle,F,Hele landet,263.415,68455384
Smertestillende midler,2010,Alle,F,Helseregion Midt-Norge,266.526,8673572
Smertestillende midler,2010,Alle,F,Helseregion Nord-Norge,264.827,6573846.500
Smertestillende midler,2010,Alle,F,Helseregion Sør-Øst,268.043,40615872
Smertestillende midler,2010,Alle,F,Helseregion Vest,248.143,12592089
Smertestillende midler,2010,Alle,M,Hele landet,200.105,41882600
Smertestillende midler,2010,Alle,M,Helseregion Midt-Norge,201.344,5174489
Smertestillende midler,2010,Alle,M,Helseregion Nord-Norge,205.822,4250225.500
Smertestillende midler,2010,Alle,M,Helseregion Sør-Øst,202.179,24444784
Smertestillende midler,2010,Alle,M,Helseregion Vest,191.211,8013101
Smertestillende midler,2010,0,F,Hele landet,11.947,6476.187
Smertestillende midler,2010,0,F,Helseregion Midt-Norge,15.109,948.300
Smertestillende midler,2010,0,F,Helseregion Nord-Norge,8.116,367.979
Smertestillende midler,2010,0,F,Helseregion Sør-Øst,11.518,3582.268
Smertestillende midler,2010,0,F,Helseregion Vest,12.609,1577.639
Smertestillende midler,2010,0,M,Hele landet,15.089,7858.950
Smertestillende midler,2010,0,M,Helseregion Midt-Norge,18.334,1373.054
Smertestillende midler,2010,0,M,Helseregion Nord-Norge,10.671,598.050
Smertestillende midler,2010,0,M,Helseregion Sør-Øst,14.638,4359.826
Smertestillende midler,2010,0,M,Helseregion Vest,15.993,1528.020
Smertestillende midler,2010,5,F,Hele landet,10.881,15356.950
Smertestillende midler,2010,5,F,Helseregion Midt-Norge,12.425,2111.074
Smertestillende midler,2010,5,F,Helseregion Nord-Norge,10.100,2110.345
Smertestillende midler,2010,5,F,Helseregion Sør-Øst,10.649,7471.387
Smertestillende midler,2010,5,F,Helseregion Vest,10.806,3664.144
Smertestillende midler,2010,5,M,Hele landet,12.272,16363.378
Smertestillende midler,2010,5,M,Helseregion Midt-Norge,13.023,2239.688
Smertestillende midler,2010,5,M,Helseregion Nord-Norge,10.829,1760.757
Smertestillende midler,2010,5,M,Helseregion Sør-Øst,12.020,7966.832
Smertestillende midler,2010,5,M,Helseregion Vest,13.027,4396.102
Smertestillende midler,2010,10,F,Hele landet,34.471,110600.734
Smertestillende midler,2010,10,F,Helseregion Midt-Norge,40.665,18945.621
Smertestillende midler,2010,10,F,Helseregion Nord-Norge,32.647,9877.833
Smertestillende midler,2010,10,F,Helseregion Sør-Øst,33.276,56093.059
Smertestillende midler,2010,10,F,Helseregion Vest,34.224,25684.221
Smertestillende midler,2010,10,M,Hele landet,24.994,74219.117
Smertestillende midler,2010,10,M,Helseregion Midt-Norge,30.191,11989.959
Smertestillende midler,2010,10,M,Helseregion Nord-Norge,23.908,9258.078
Smertestillende midler,2010,10,M,Helseregion Sør-Øst,23.921,37302.324
Smertestillende midler,2010,10,M,Helseregion Vest,24.747,15668.753
Smertestillende midler,2010,15,F,Hele landet,128.528,533737.062
Smertestillende midler,2010,15,F,Helseregion Midt-Norge,138.052,81636.516
Smertestillende midler,2010,15,F,Helseregion Nord-Norge,131.859,58915.840
Smertestillende midler,2010,15,F,Helseregion Sør-Øst,124.392,270343.531
